text,label,clean_text,embeddings
平时运动吗？,0,平时运动吗,"[-0.82675534 -1.4116929   0.01235041 ...  0.87296677 -0.59360206
  0.02878342]"
嗯，我再确认一下，报告还好，虽然有恶心、呕吐，还是建议能吃尽量吃，少量多餐，吃点清淡的，好消化的，不要吃隔夜的，不卫生的，辛辣刺激的,1,嗯我再确认一下报告还好虽然有恶心呕吐还是建议能吃尽量吃少量多餐吃点清淡的好消化的不要吃隔夜的不卫生的辛辣刺激的,"[-0.40366343 -1.4187138  -0.7038951  ...  0.1462301  -0.44246987
 -0.21590947]"
但是肿瘤是明显增大了,1,但是肿瘤是明显增大了,"[-1.0262258  -0.5327573  -0.31218687 ...  0.6003146  -0.55950046
  0.17609793]"
你两张B超的这个差异有点太大，所以说你。,0,你两张B超的这个差异有点太大所以说你,"[-0.9461615  -0.58843577  0.03190555 ...  0.01517718 -0.8395015
 -0.2296659 ]"
一般45天不来月经，吃十天黄体酮或者达普通都可以，达普通是一天一次，一天两次，一次以内黄体酮胶囊就是100毫克，每次100毫克，一天两次，一次十天。,1,一般45天不来月经吃十天黄体酮或者达普通都可以达普通是一天一次一天两次一次以内黄体酮胶囊就是100毫克每次100毫克一天两次一次十天,"[-1.0854652  -1.2412541  -0.46906346 ...  0.34052157 -0.5208244
 -0.10169229]"
对呀，只要月经不在身上都可以用做阴道镜前一天晚上不要用药就行。,1,对呀只要月经不在身上都可以用做阴道镜前一天晚上不要用药就行,[-1.0542911 -0.9140785 -1.003699  ... -0.1911763 -0.9070188  0.2517608]
好的,0,好的,"[-0.93410516 -1.4519347  -0.8040962  ...  0.5005694  -0.96985507
 -0.5407244 ]"
如纠结，可以待下次来月经第5天复查B超检查了解其变化。,1,如纠结可以待下次来月经第5天复查B超检查了解其变化,"[-1.0485401  -0.7185931  -0.42373908 ...  0.04555976 -0.30936754
  0.21127653]"
2.戒烟限酒（可以少喝点酒）,1,2戒烟限酒可以少喝点酒,"[-0.44809362 -1.4400384  -0.73390424 ...  0.398937   -0.6255139
  0.06837377]"
外用炉甘石洗剂，里面加入10粒甲硝唑片（碾碎后加入），每日晚饭后每隔一小时涂抹一次，三次；睡前洗去。,1,外用炉甘石洗剂里面加入10粒甲硝唑片碾碎后加入每日晚饭后每隔一小时涂抹一次三次睡前洗去,"[-0.8777869  -0.6573068  -0.43625823 ...  0.20959918 -0.43017408
  0.07827905]"
三叉神经手术一般不会影响视力，建议请眼科会诊,1,三叉神经手术一般不会影响视力建议请眼科会诊,"[-0.4753812  -0.929458   -0.01200246 ...  0.01279733 -1.2849324
  0.12903698]"
可用遮盖剂遮盖。,1,可用遮盖剂遮盖,"[-0.67304444 -0.86765397 -0.8402073  ...  0.66730267 -0.9216515
  0.1187811 ]"
我觉得呃你当时没有做过化疗，对吧。,0,我觉得呃你当时没有做过化疗对吧,"[-0.7017698  -1.0900267  -1.0134969  ...  1.251004   -1.3098125
  0.27891397]"
好的,0,好的,"[-0.93410516 -1.4519347  -0.8040962  ...  0.5005694  -0.96985507
 -0.5407244 ]"
复查一个平扫CT看看,1,复查一个平扫CT看看,"[-0.499896   -1.1137722  -0.33894396 ...  0.48424697 -0.08667864
  0.58586174]"
子宫内膜回声改变。,1,子宫内膜回声改变,"[-0.70587    -1.0362077  -0.9241237  ...  0.40254322 -0.24591996
  0.06895906]"
从b超上看内膜厚度还可以,1,从b超上看内膜厚度还可以,"[-0.645599   -1.3310548  -0.3639688  ...  0.01587071 -0.12523472
 -0.16507259]"
必要时查过敏源指导生活。,1,必要时查过敏源指导生活,"[-1.3262652  -1.0316556  -0.15389867 ...  0.39122847 -0.56970346
  0.5947213 ]"
如果近三个月手术不便，也可以先打闭经针三次，之后来复查。,1,如果近三个月手术不便也可以先打闭经针三次之后来复查,"[-1.2056519  -1.1891835  -0.03677212 ... -0.2560291  -0.63306785
  0.6398858 ]"
来加号吧！,0,来加号吧,"[-0.7430166  -0.21971369 -0.72530997 ...  0.9023996  -0.6492505
 -0.4188817 ]"
止血药的效果不佳,1,止血药的效果不佳,"[-0.5909742  -1.51966    -0.62019444 ...  0.8322861  -0.71089196
 -0.2671876 ]"
您好，您预约普通病房还是特需病房？,0,您好您预约普通病房还是特需病房,"[-0.9126531  -0.73620665 -0.75454414 ...  0.21247417 -1.0451299
  0.4307658 ]"
嗯，是这样的，我详细看了一下你描述的情况和你提供的检查结果从检查结果来看的话，你的息肉只有0.5乘0.4，而且没有血流信号，那像这种情况的话，可以考虑后半周期就是呃，药物治疗，那么我想知道就是说目前你有这个泄露的情况下，有没有滴滴答答出血的情况呢。,1,嗯是这样的我详细看了一下你描述的情况和你提供的检查从检查来看的话你的息肉只有05乘04而且没有血流信号那像这种情况的话可以考虑后半周期就是呃药物治疗那么我想知道就是说目前你有这个泄露的情况下有没有滴滴答答出血的情况呢,"[-0.6884686  -0.51232594 -0.14730345 ...  0.0893541  -0.5183501
  0.09520896]"
嗯，这个小朋友呢，很多小朋友都有的，它就是藏在包皮下的一个白色的包块儿是叫包皮垢的，那么它自己会出来，因为他有黏连吗，包皮和龟头有大牢，他那个慢慢年年分开的时候，他就会出来了。,1,嗯这个小朋友呢很多小朋友都有的它就是藏在包皮下的一个白色的包块儿是叫包皮垢的那么它自己会出来因为他有黏连吗包皮和龟头有大牢他那个慢慢年年分开的时候他就会出来了,"[-0.1123751  -0.5003759  -0.78632796 ... -0.11675318 -0.6896242
 -0.1728875 ]"
子宫肌瘤一般不会恶性转化,1,子宫肌瘤一般不会恶性转化,"[-0.56248397 -0.33253217 -0.51890814 ...  0.52242494 -0.36705238
 -0.01439574]"
耐心等待一下,0,耐心等待一下,"[-1.0739487  -0.88908005 -1.7245471  ...  1.0100164  -0.54447925
  0.1368509 ]"
有可能的 会水肿,1,有可能的会水肿,"[-0.66913146 -0.66987777 -0.8630216  ...  0.9932468  -1.0738728
 -0.34017378]"
如果是城墙皮用了没有不舒服那最好啦，天然耐受～点涂记住。,1,如果是城墙皮用了没有不舒服那最好啦天然耐受点涂记住,"[-0.07813833 -0.56399965 -0.53212494 ...  0.9632683  -0.5925885
 -0.15830195]"
建议还是用夫西地酸治疗痤疮，他克莫司或更温和的吡美莫司治疗面部红斑瘙痒,1,建议还是用夫西地酸治疗痤疮他克莫司或更温和的吡美莫司治疗面部红斑瘙痒,"[-0.4684878  -1.5524223  -0.58393776 ...  0.05926098 -0.397884
  0.3613537 ]"
呃，因为我仔细看了一下你这个整个面部的一个照片，那么呃，现在感觉就是整个肤色比较暗沉，然后又不太均匀，呃，这个这个斑片感觉就散在了一片一片的就呃，反正这个脸都不干净的这个感觉那么像这样的呃，主要的原因其实还是因为黄褐斑的问题，那么呃，黄褐斑的话呢，呃，当然，它的产生本身本身也是比较复杂的那首先可能还是和防晒没做好是有关系的啊，所以严格的防晒还是比较重要的就是呃，对于黄褐斑的治疗也好，对于预防以后黄褐斑的加重啊以及你如果吃药涂药改善了呃，那后续防晒的呃，也还是要严格的做好呃，这个防晒就包括呃，一个是有太阳的时候出门要撑伞，戴帽子啊，第二个。,1,呃因为我仔细看了一下你这个整个面部的一个照片那么呃现在感觉就是整个肤色比较暗沉然后又不太均匀呃这个这个斑片感觉就散在了一片一片的就呃反正这个脸都不干净的这个感觉那么像这样的呃主要的原因其实还是因为黄褐斑的问题那么呃黄褐斑的话呢呃当然它的产生本身本身也是比较复杂的那首先可能还是和防晒没做好是有关系的啊所以严格的防晒还是比较重要的就是呃对于黄褐斑的治疗也好对于预防以后黄褐斑的加重啊以及你如果吃药涂药改善了呃那后续防晒的呃也还是要严格的做好呃这个防晒就包括呃一个是有太阳的时候出门要撑伞戴帽子啊第二个,"[-0.6651045  -0.7490498  -0.26734537 ...  0.72814214 -0.18139315
  0.3948955 ]"
啊，不好意思啊，今天全天早上门诊下午手术才忙，刚刚忙到刚才才忙完，那么从你就是提供的这个20号和25号的两张B超来看的话考虑可能还是胎停的这种风险还是有的，因为你之前是看到有这个心血管活动，但是到了25号，那么可以看到胚芽，但是看不到心血管搏动那么不排除有开庭的这种风险呃，因为之前你的这个HCG就翻倍的不是特别的理想的。,1,啊不好意思啊今天全天早上门诊下午手术才忙刚刚忙到刚才才忙完那么从你就是提供的这个20号和25号的两张B超来看的话考虑可能还是胎停的这种风险还是有的因为你之前是看到有这个心血管活动但是到了25号那么可以看到胚芽但是看不到心血管搏动那么不排除有开庭的这种风险呃因为之前你的这个HCG就翻倍的不是特别的理想的,"[-0.6893804  -0.41632375 -0.34379947 ...  0.43824357 -0.4727254
  0.11189494]"
报告我看了，还可以，继续观察吧，肿大的淋巴结继续再观察一下吧，半年后再复查一次增强ct,1,报告我看了还可以继续观察吧肿大的淋巴结继续再观察一下吧半年后再复查一次增强ct,"[-0.49920273 -0.75566864  0.07873875 ... -0.01170525 -0.22693375
  0.5869989 ]"
干扰素有很多种，你看你们当地医院有什么一般的话，可以用那个鑫福宁这个牌子辛复宁，这个牌子是可以进医保的。,1,干扰素有很多种你看你们当地医院有什么一般的话可以用那个鑫福宁这个牌子辛复宁这个牌子是可以进医保的,"[-0.9532002  -1.3081248  -0.6484943  ...  0.06144516 -0.49100915
 -0.05914674]"
如果想用我的方案试试的话，那么之前的就停用,1,如果想用我的方案试试的话那么之前的就停用,"[-0.09608234 -1.3961127  -0.5753902  ...  0.82630044 -1.1302958
 -0.7883997 ]"
如果每有贫血及痛经不严重的话可以随访观察3-6月做一个B超；子宫肌瘤可以剥离；子宫肌腺症有痛经影响生活工作或贫血严重；因为腺肌症没有边界不合适剥离只能我前面说的方法控制不行需要切除子宫,1,如果每有贫血及痛经不严重的话可以随访观察36月做一个B超子宫肌瘤可以剥离子宫肌腺症有痛经影响生活工作或贫血严重因为腺肌症没有边界不合适剥离只能我前面说的方法控制不行需要切除子宫,"[-0.758043   -0.8488313  -0.3260441  ...  0.04204258 -0.5790248
  0.4430229 ]"
低级的病变变成宫颈癌的几率是小于5%以下，使你完全不用焦虑。,1,低级的病变变成宫颈癌的几率是小于5以下使你完全不用焦虑,"[-0.86343765 -0.4176797  -0.76578116 ...  0.59871256 -1.0496875
  0.2807166 ]"
可以半年以后复查。,1,可以半年以后复查,"[-1.0038892  -1.1571765  -0.09076697 ...  0.17178223 -0.77776974
  0.31986523]"
门诊病历发过来,0,门诊病历发过来,"[-0.45796177 -0.638463   -0.4618037  ...  0.25304106 -0.6928829
 -0.07848464]"
脑白质发育没有什么问题,1,脑白质发育没有什么问题,"[-0.5144468  -1.0091908  -0.5383526  ...  0.33863482 -0.24987546
  0.05039846]"
没问题，这个也有效的，这也有效的没什么问题的，如果呃这个他没有什么其他的慢性病啊，肝肾功能都好的你也可以一天吃三顿也没有问题的。,1,没问题这个也有效的这也有效的没什么问题的如果呃这个他没有什么其他的慢性病啊肝肾功能都好的你也可以一天吃三顿也没有问题的,"[-0.9425955  -1.6487639  -0.00832698 ...  0.6711043  -0.41036746
 -0.06523583]"
手腕还要涂药膏,1,手腕还要涂药膏,"[ 0.01798297 -0.9343272  -0.35580468 ...  0.6332419  -0.7777796
 -0.21634787]"
如果是为了美观，由于45岁这个年龄骨骼已经定型，手术效果并不好，也没必要。,1,如果是为了美观由于45岁这个年龄骨骼已经定型手术效果并不好也没必要,"[-0.6672499  -1.032732   -0.20928645 ...  0.45014295 -0.7317865
  0.39026165]"
是的，需要。,0,是的需要,"[-1.224336   -1.3859212  -1.1066835  ...  0.19468805 -0.6432917
 -0.30321264]"
早期治疗早期治的话，没有什么危险，你早期治疗就可以啦，抗过敏的糖浆，可以吃的，因为重痒就是一种过敏，过敏反应，但是它不能治疗炎症啊，因为你的西反应蛋白高的有效有发炎，所以建议吃一些红霉素消炎药的，但这些的话还是需要到医院去配置的。,1,早期治疗早期治的话没有什么危险你早期治疗就可以啦抗过敏的糖浆可以吃的因为重痒就是一种过敏过敏反应但是它不能治疗炎症啊因为你的西反应蛋白高的有效有发炎所以建议吃一些红霉素消炎药的但这些的话还是需要到医院去配置的,"[-0.604983   -0.5779742  -0.6355428  ...  0.49559432  0.30098546
  0.02874748]"
一般吃五天,0,一般吃五天,"[-1.3064847  -1.7532885  -0.66752803 ...  0.8916439  -0.4999919
 -0.2019163 ]"
这个不是大毛病，偶然一次没问题,0,这个不是大毛病偶然一次没问题,"[-0.3472168  -0.69225353 -0.24481389 ...  0.02007131 -0.5383934
 -0.18403882]"
停止所有面膜使用，适度清洁。,1,停止所有面膜使用适度清洁,"[-0.4137625  -1.4611974  -0.30210385 ...  0.86911505 -0.436499
 -0.3401305 ]"
两个周期用完后，定期复查即可,1,两个周期用完后定期复查即可,"[-1.0103908  -1.0876192  -0.45429587 ...  0.5042889  -0.55021834
 -0.48268878]"
维生素微量元素出来以后我再看一下，按照目前方案治疗,0,维生素微量元素出来以后我再看一下按照目前方案治疗,"[-9.89645869e-02 -1.30000079e+00  1.67123973e-04 ... -1.11196935e-02
 -3.87542129e-01 -5.53023458e-01]"
口服仙特明滴剂每天晚上睡觉前1次，每次10滴。,1,口服仙特明滴剂每天晚上睡觉前1次每次10滴,"[-1.2072468  -1.0762403  -0.05605392 ...  0.22559173 -0.06752886
  0.5399695 ]"
尿常规没查吗,0,尿常规没查吗,"[-0.336763   -0.6035032  -0.6746417  ...  0.46958444 -0.30969048
 -0.1935283 ]"
如果发的厉害，可以每天晚上吃1片开瑞坦或者依巴斯汀片（进口的开思亭最好），好点了可以每晚吃半片，逐渐停下来，别的没什么好办法,1,如果发的厉害可以每天晚上吃1片开瑞坦或者依巴斯汀片进口的开思亭最好好点了可以每晚吃半片逐渐停下来别的没什么好办法,"[-1.0708271  -1.4809188  -0.47394335 ...  0.82771105 -0.7021792
  0.5398704 ]"
血脂增高，与目前的皮肤病没有什么太大的关系。,1,血脂增高与目前的皮肤病没有什么太大的关系,"[-0.2679233  -1.0024836  -0.6388389  ...  0.33222693 -1.0573559
 -0.3967064 ]"
嗯这个呢，具体的您可以咨询一下小儿肾脏内科医生，他们还是比较专业的。,1,嗯这个呢具体的您可以咨询一下小儿肾脏内科医生他们还是比较专业的,"[-0.5187073  -0.5110746   0.04007368 ...  0.27284253 -0.6116706
  0.46686262]"
目前怎么样？,0,目前怎么样,"[-0.3859941  -1.4711215  -0.6472807  ...  0.26619437 -0.27341035
 -0.26144284]"
其他的药都可以买到一个中药，因为是我们医院自己自制药，所以你别地方买不到，所以才需要来配别的药，你在全国各地。,0,其他的药都可以买到一个中药因为是我们医院自己自制药所以你别地方买不到所以才需要来配别的药你在全国各地,"[-1.0541852  -1.5740644  -0.6715007  ...  0.4764125  -0.55026823
  0.22361332]"
近期发红是由于出汗潮湿摩擦引起的炎症反应。,1,近期发红是由于出汗潮湿摩擦引起的炎症反应,"[-0.10830696 -0.84784657 -0.09155459 ...  0.42373595 -0.6107662
 -0.300652  ]"
